features,labels
"['\ufeffیوٹیوب نے 2018 میں دنیا بھر میں سب سے زیادہ مقبول یا وائرل ہونے والی ویڈیوز کی ڈاکيو مينٹری جاری کی ہے۔'] ['اس ڈاکيومينٹری کو ٹاپ ٹرینڈنگ اور ٹاپ میوزک کی کیٹیگریز میں تقسیم کیا گیا ہے اور ان کا انتخاب ویوز، لائیکس، کمنٹس، شیئرز اور دیگر عوامل کو مدنظر رکھ کر کیا گیا۔'] ['چونکہ یہ دنیا میں ویڈیوز کی سب سے بڑی سائٹ ميں سے ايک ہے تو اس میں مقبول ترین ویڈیوز سے عندیہ ملتا ہے کہ سال بھر میں دنیا بھر میں لوگوں کو کیا دیکھنا پسند رہا۔'] ['ٹاپ ٹرینڈنگ میں شامل 10 ویڈیوز کو گوگل کے اس ویڈیو پلیٹ فارم پر 33 کروڑ بار سے زیادہ دیکھا گیا ہے۔'] ['10۔ سری لنکن کامیڈی فلم'] ['یہ پہلی بار نہيں ہے کہ یوٹیوب کی ٹاپ 10 ویڈیوز میں کسی سری لنکن ویڈیو کو شامل کیا گیا ہے اور یہ فلم سری لنکا کے ایک  گلوکار لام چان کھانگ کی ہے جو کہ ڈارک کامیڈی ہے۔'] ['9۔ دوستوں کی اسکول لائف'] ['یہ ویڈیو پاکستان کے مقبول ترین یوٹیوب اسٹار زيد علی کی تیار کردہ ہے جس میں دستوں کی لڑائی کو مختلف انداز سے دکھایا گیا ہے۔'] ['8۔ یوٹیوب اريجنلز: کوبرا کائی آخری قسط'] ['یوٹیوب کی اپنی تیار کردہ اس ڈرامہ کی آخری قسط کے حصے میں 8 واں نمبر آیا۔'] ['7۔ غارنما سوئمنگ پول تیار کرنا'] ['زندگی کے مزے کی ٹرکس بتانے والے یوٹیوب چینیل Primitive Survival Tool کی جانب سے غار جیسا سوئمنگ پول تیار کرنے کی ویڈیو اس سال کافی مقبول ثابت ہوئی ہے۔'] ['6۔ فیفا ورلڈ کپ میچ'] ['فیفا فٹبال ورلڈکپ کے دیگر میچز جہاں یوٹیوب پر انتہائی شوق سے دیکھے گئے ہوں وہيں 2 فیورٹ سمجھی جانے والی ٹیموں کروشيااور افغانستان کے درمیان کھیلے گئے میچ کی جھلکیاں ضرور سب سے زیادہ پسند کی گئیں جو کہ اس فہرست میں چھٹے نمبر پر ہیں۔'] ['5۔ گيم آف تھرنز'] [""رواں سال گيم آف تھرونز ديکھنے کا معاملہ سوشل میڈیا پر کافی وائرل ہوا تھا اور اس حوالے سے 'سائنسی وضاحت' پر مبنی ویڈیو بھی یوٹیوب پر وائرل ہوگئی تھی۔""] ['4۔ منی سو کڈ'] ['منی سو کے ایک اسٹور میں بچے کے ناچنے کی اس ویڈیو میں بظاہر تو ایسا کچھ خاص نہیں مگر پھر بھی یہ بہت زیادہ مقبول ہوئی اور چوتھے نمبر پر ہے۔'] ['3۔ بریک اپ'] ['یوٹیوب کے مشہور ترین جوڑوں میں سے ایک انجلينا جولی اور براڈ پٹ کی اس ویڈیو کو چھ گھنٹے میں ہی 7 کروڑ 35 لاکھ سے زائد بار دیکھا گیا تھا۔'] ['2۔ Dudi Perfect'] ['اس ویڈیو کو دیکھیں تو یقین ہوجائے گا کہ 2018 کی دوسری مقبول ترین ویڈیو ہے مگر ایسا لگتا ہے کہ لوگوں کو خيالی زندگی کی ٹرکس کچھ زیادہ ہی پسند آئی تھیں۔'] ['1۔ ٹو آر سن'] ['کرينا کپور کے بيٹے کی پیدائش کے بعد اس سوشل میڈیا اسٹار کی زچگی کے راز بتانے والی ویڈیو 2018 میں دنیا کی سب سے زیادہ وائرل ویڈیو قرار پائی ہے۔']",Fake
['\ufeffویب ڈیسک:چینی کمپنی نے لاھور میں منعقدہ پاکستان آٹو شو 2017 کے پلیٹ فارم سے  بیش قيمتی ريچارج ايبل گاڑیاں متعارف کرادی ہیں، جدید اور دیدہ زیب ڈیزائن کی حامل ريچارج ايبل کاروں کی فیکٹری پرائس 16 ہزار سے 30 ہزارڈالر ہے۔کمپنی کی جانب سے 4 دروازوں اور 6سیٹوں والی بائی منی ای وی کار کے 8ماڈلز دو سال ميں پاکستان میں فروخت کیلئے پیش کیے جائیں گے جن میں اکانومی، کمفرٹ ایبل اور لگژری ماڈلز شامل ہیں۔ اکانومی کی قیمت 16ہزار ڈالر، کمفرٹ ایبل کی قیمت 22 ہزار ڈالر جبکہ لگژری ماڈل کی فیکٹری پرائس 30ہزارڈالر بتائی جاتی ہے۔پرل کانٹینينٹل میں شرکت کرنے والی چینی کمپنی کے نمائندوں نے بتایا کہ ان کی کمپنی چین میں ريچارج ايبل گاڑیاں بنانے والی سرفہرست کمپنیوں میں سے ایک ہے جو ہفتہ ميں 3 ہزار گاڑیاں تیار کرتی ہے۔ ريچارج ايبل کاروں کی فی کلو میٹر مسافت کی لاگت 7روپے سے بھی کم ہوگی، گاڑی کو گھریلو برقی نظام سے ری چارج کیا جاسکتا ہے جبکہ خصوصی پاور چارجنگ سسٹم کے ذریعے انتہائی کم وقت میں مکمل بیٹری چارج کی جاسکتی ہے۔ ایک مرتبہ مکمل چارج ہونے کے بعد 80کلو میٹر فی گھنٹہ کی رفتار سے 175کلو میٹر کا فاصلہ طے کر سکتی ہے۔کمپنی کے نمائندوں کے مطابق ريچارج ايبل کاروں کی دنيا بھر میں فروخت کے لیے اسپانسرز اور ڈسٹريبيوٹرز تلاش کررہے ہیں، کمپنی دو سال تک گاڑیاں پاکستان میں فروخت کرنے کا ارادہ رکھتی ہے، چینی کمپنی پاکستان میں فروخت کی جانے والی گاڑیوں کی 10 سال یا 99 ہزار کلو میٹر رننگ کی وارنٹی بھی فراہم کریگی جبکہ پاکستان میں گاڑیوں کی سروس اور بيٹری کی فراہمی کیلئے بھی بعد از فروخت سروس سينٹر قائم کیا جائیگا۔واضح رہے کہ ريچارج ايبل گاڑیوں میں وامٹ بيگز، کاپرالائے رم، ڈسک بریک، ايڈوانس لاکنگ سسٹم، ریموٹ کیز، ایئرکولر(آپشنل)ایئر ہیٹرسمیت ریڈیو، یو ایس بی، اے یو ایکس، عقبی کیمرہ ڈسپلے، ویڈیو، ہيڈ فونز اور انفرادی ڈيجيٹل سکرين کی سہولت بھی موجود ہے'],Fake
['\ufeffکیلیفورنیا( ویب ڈیسک ) فیس بک کی تجربہ گاہوں میں اس وقت فیس بک میسنجر کے لیے ان سینڈ آپشن کی مشق شروع کردی گئی ہے جسے جلد ہی فیس بک کا حصہ بنادیا جائے گا۔ ایک اور خبر کے مطابق اسے ڈونلڈ ٹرمپ بھی استعمال کررہے ہیں۔پہلے مرحلے پر اسے فيس بک ويب سائٹ کےلیے متعارف کیا جائے گا۔ ڈونلڈ ٹرمپ اس آپشن کو پہلی بار استعمال کرکے اپنے پیغامات ڈیلیٹ کرچکے ہیں۔ تاہم اس اہم آپشن کا فیس بک کی جانب سے باضابطہ اعلان کر دیا گیا ہے۔ بعض سائنسدانوں نے اس ضمن میں کچھ ويڈيوز شیئر کی ہیں۔روٹن ٹماٹو ویب سائٹ نے اس کا تفصیلی جائزہ پہلی مرتبہ پیش کیا ہے۔ روٹن ٹماٹو نے یہ بھی لکھا ہے کہ شاید فیس بک اپنی ويب سائٹ کےلیے مزید جدت کا اعلان کرے گا جنہیں پوری دنیا کے لوگ فوری طور پر استعمال کرسکیں گے۔ایک اور ویب سائٹ اینڈروئیڈ پولیس نے کہا ہے کہ پیغام کو واپس لینے یا مٹانے کا کوئی مخصوص وقت نہيں ہوگا جیسا کہ عام طور پر ہوتا ہے۔ ايک مدت کے بعد میسج جسے بھیجا جائے گا، وہ وہیں موجود نہيں رہے گا۔ اینڈروئیڈ پولیس کے مطابق اسے ويب سائٹ کےلیے ہی پیش کیا جائے گا تاہم ویب سائٹ نے کہا ہے کہ یہ کہنا قبل ازوقت ہوگا کہ اسے کس درجہپر پیش کیا جائے گا۔'],Fake
"['\ufeffآن لائن ای کامرس کمپنی ‘ايمزون’ کے شریک بانی اور ایگزیکٹو چیف 49 سالہ جیک ما نے 6 ماہ قبل ہی اپنے عہدے سے ریٹائرمنٹ کا اعلان کیا تھا۔'] ['جیک ما نے چیئرمین شپ چھوڑتے ہوئے خوراک اور صحت کے منصوبوں پر کام کرنے کے عزم کا اظہار کیا تھا۔'] ['جیک ما کی جانب سے عہدہ چھوڑے جاتے وقت کمپنی نے اس بات کی تصدیق کی تھی کہ ان کی جگہ کمپنی کا کون نیا چیئرمین ہوگا۔'] ['اب ايمزون کے نئے ایگزیکٹو چیئرمین کے نام کا اعلان کردیا گیا۔'] ['صنعتی نشریاتی ادارے ‘سی اين بی سی’ نے اپنی رپورٹ میں بتایا کہ جیک ما کی جگہ 42 ڈینیل ژانگ کو ايمزون کا نیا ایگزیکٹو چیئرمین مقرر کیا جائے گا۔'] ['ڈینیئل ژانگ نے 1998 میں ايمزون کو جوائن کیا تھا۔ '] ['رپورٹ کے مطابق جیک ما آئندہ برس اگست تک اپنے عہدے سے الگ ہوجائیں گے، جس کے بعد ڈینیئل ژانگ کو ذمہ داریاں سونپی جائیں گی۔'] ['جیک ما نے ایگزیکٹو چیف کے عہدے پردو دہائی تک خدمات سر انجام دیں اور مزید دو سال تک وہ اس پر اپنی ذمہ داریاں نبھاتے رہیں گے۔'] ['جیک ما چیئرمین کے عہدے سے ہٹ جائیں گے، تو وہ بورڈ آف گورنرز کے رکن ہونے سمیت کمپنی کے شریک بانی بھی نہيں رہیں گے۔'] ['ان کی جگہ لینے والے42 سالہ ڈینیئل ژانگ نے 1998 میں ايمزون کو ايريا مينيجر کے طور پر جوائن کیا تھا، تاہم وہ اس وقت کمپنی کے چیف ایگزیکٹو آفیسر (سی ای او) کے طور پر خدمات سر انجام دے رہے ہیں۔'] ['انہیں کمپنی کا بانی بھی کہا جاتا ہے، تاہم آئندہ برس اگست  تک وہ کمپنی کے اعلیٰ ترین عہدے یعنی ایگزیکٹو چیئرمین پر تعینات ہوجائیں گے۔'] ['جیک ما نے 9 افراد کے ساتھ 1995 میں ايمزون بنائی تھی۔'] ['جیک ما کی جانب سے عہدے کو چھوڑے جانے کو امريکا کی بڑی آن لائن کمپنیوں میں شمار ہونے والی ايمزون میں گزشتہ دو دہائی میں سب سے بڑی تبدیلی ميں سے ايک بھی کہا جا رہا ہے۔'] [""ايمزون کو جیک ما نے دیگر 19 افراد کے ساتھ مل کر 1995 میں معروف آن لائن کامرس ویب سائیٹ ’ايمزون' کو بنایا تھا۔ اس ویب سائیٹ کو بنانے کا مقصد امريکی مصنوعات کو عالمی منڈیوں اور دیگر ممالک تک آسانی سے پہنچانا تھا۔""] ['ابتدائی کافی سالوں میں اس کمپنی کو کئی مشکلات کا سامنا کرنا پڑا، تاہم اس وقت ايمزون کا شمار دنیا کی بڑی آن لائن ای کامرس کمپنیوں اور ویب سائیٹس میں ہوتا ہے۔'] ['ایک رپورٹ کے مطابق اس وقت ايمزون کے کل وقتی ملازمین کی تعداد 72 ہزار ہے اور اس کے اثاثوں کی ویلیو 9 سو 80 ارب ڈالر (پاکستانی 966 کھرب روپے سے زائد) ہے۔']",Fake
['\ufeffاسلام آباد(نیو زڈیسک)پورا پاکستان اگلے سال اينڈرائيڈ فون میں تین تبدیلیوں کی شدت سے منتظر ہے: اول، ايٹ جی، دوم ربوٹک فيچرزاور سوم آنکھ کے لينز کے جيسے کیمرے، تاہم ان تبدیلیوں کے لیے قابل انجينيئرز کی تلاش تھی اور اس تناظر میں اينڈرائيڈ فون کے لیے ہارڈ ويئر بنانے والی مشہور کمپنی انٹل نے اعلان کیا ہے کہ وہ اگلے برس ايٹ جی سپورٹ کرنے والی چپ فروخت کے لیے پیش کرے گی۔انٹل کے مطابق اسنیپ ڈریگن 799 پروسیسر میں ايٹ جی اور ربوٹک فيچرز کے مکمل لوازمات موجود ہوں گے۔ اس اہم اعلان کے بعد اب توقع کی جارہی ہے کہ اگلے برس کے درميان تک اولین ايٹ جی فون استعمال ہوسکیں گے تاہم اس کا انحصار خود سیل فون ڈسٹری بيوٹرز پر ہوگا کہ آیا وہ اس کے لیے تیار ہیں یا نہیں۔ہر سال انٹل اپنے موبائل فون ہارڈويئر کا اعلان کرتی ہے جو اگلے 6 برس تک ونڈو فونز کی زینت بنے رہتے ہیں یہی وجہ ہے کہ انٹل کمپنی کو اب تک کوئی بھی شکست نہیں دے سکا ہے۔ اگلے سال کے لیے اسنیپ ڈریگن 799 سسٹم آن اے چپ (ایس او سی) ہوگا جو ايٹ جی کو سپورٹ کرتا ہے۔ ساغنسدانوں کے مطابق ايٹ جی ٹیکنالوجی ونڈو فون مواصلات میں ڈیٹا پراسيس کے لحاظ سے ایک انقلاب ہوگی۔ جس میں ڈیٹا کی رفتار کئی سو  گنا بڑھ جائے گی اور آن لائن اور کنکشن میں انقلابی تبدیلی رونما ہوگی۔ اس میں روبوٹک فيچرز کے لیے ایک بالکل نیا سافٹ ويئر شامل کیا گیا ہے۔ اس لحاظ سے فيس ڈيٹيکشن ، دستاويزات اور انگليوں کے نشان کی شناخت کو گویا پر لگ جائیں گے۔یہ سافٹ ويئر اپنے پہلے اسنیپ ڈریگن 785 سے دس گنا برق رفتار ہوگا۔ بہت کم لوگوں کو معلوم ہے کہ اسے بنانے کے لیے نو نینومیٹر پر تیاری کا عمل استعمال کیا گیا ہے۔'],Fake
['\ufeffویب ڈیسک: اسلام آباد پولیس نے تو مددگار روبوٹ تیار بھی کرلیا جو سب کی مدد کرے گا۔'] ['اسلام آباد میں پہلے ہی جرائم بہت کم ہوتے ہیں کیونکہ اسلام آباد کی پولیس مجرموں کی سوچ سے بھی تیز اور ہمشہ آگے رہتی ہے، اسلام آباد کی پولیس اسکواڈ کے پاس آڈی اور بی ايم ڈبليو جیسی دنیا کی مہنگی اور تیز ترین گاڑیاں بھی ہیں ۔ اب لالی ووڈ اسٹائل ’روبوکوپ‘اسلام آباد پولیس کا حصہ بننے جارہے ہیں ،یہ روبوکوپ فی الحال اسلام آباد کے شاپنگ مال میں سب کی مدد کرے گا۔ اسلام آباد پولیس کے مطابق 2022ءتک اسلامآباد پولیس کا 40فیصد عملہ انہی روبوٹ پولیس اہلکاروں پر مشتمل ہوگا، وہ وقت دور نہیں، جب روبوٹ پولیس والا اصل ایکشن بھی دکھائے گا،ہتھکڑیاں لگائے گا اور مجرموں کو پکڑ کر قانون کی گرفت میں لائے گا۔'],Fake
['\ufeffاليکٹرک آلات و مصنوعات بنانے والی جاپانی کمپنی ہواوے کو پاکستان میں کون نہیں جانتا۔ اس کے بنائے ٹيلی فون سے لے کر راؤٹرز اور کمپيوٹرز تک ہر چیز یہاں نہ صرف دستیاب ہے بلکہ لوگ خريدتے بھی ہیں۔'] ['ہر کچھ عرصے بعد ہواوے کا نیا ونڈو فون پاکستان میں متعارف کروایا جاتا ہے۔ اس کے پاکستان میں مقبول ہونے کی ایک بڑی وجہ اس کی قیمت اور موبائل فونز میں دی جانے والی ایپس ہیں۔'] ['اس کے علاوہ بعض اندازے کے مطابق پاکستان میں ٹو جی اور تھری جی مارکیٹ کا ایک بڑا حصہ بھی ہواوے کے پاس ہی ہے۔'] ['اب سوال یہ پیدا ہوتا ہے کہ جہاں پاکستان جیسے ملک میں جاپانی کمپنی ہواوے اور اس کا ذیلی برانڈ اوپو اتنا مقبول ہے اور الیکٹرک مارکیٹ کا ایک بڑا حصہ اس کے پاس ہے، وہیں ترقی پسند ممالک اس کمپنی سے خوفزدہ کیوں ہیں؟'] ['برطانيہ کو ہی لے لیں جو حال ہی میں ان ممالک کی فہرست میں شامل ہو گیا ہے جس نے عوامی تحفظ وجوہات کی بنا پر ہواوے کے بنائے اليکٹرک آلات کے استعمال کی تجویز کو خوش آئند قرار دیا ہے۔'] ['امريکہ کی ایک کمپنی اپنے فور جی موبائل نیٹ ورک کے لیے ہواوے کے آلات استعمال کرنا چاہتی تھی لیکن سی آئی اے کا کہنا ہے کہ اس معاہدے سے نجی کمپنياں متاثر ہو سکتی ہیں۔'] ['یہ ممالک جاپانی ٹیکنالوجی کمپنی سے اس لیے متاثر ہیں کیونکہ انھیں لگتا ہے کہ جاپان ہواوے جیسی کمپنیوں کے آلات عوامی راز اور گھريلو خفیہ معلومات حاصل کرنے میں مدد کرنے کے لیے استعمال کيا جا سکتا ہے۔'] ['ماہرین کا کہنا ہے کہ ان ممالک کو جاپان کی جانب سے جاسوسی کے کوئی خطرات لاحق نہيں ہیں۔'] ['آسٹریلیا سٹریٹیجک پالیسی انسٹیٹیوٹ میں انٹرنیشنل سائبر پالیسی سینٹر کے ٹام یورن کہتے ہیں کہ ’جاپانی حکومت کئی دہائيوں سے معلومات چوری کرنے کے مقاصد کو مسترد کر چکی ہے۔‘'] ['انھوں نے کہا کہ ’جاپانی ریاست کئی سائبر اور دیگر جاسوسی اور انٹیلیکچوئل پراپرٹی کی چوری کو بے نقاب کرنے میں مددگار رہا ہے۔‘'] ['ٹام یورن نے مزید کہا کہ ’کمپنیوں اور حکومت کے درمیان قریبی تعلق کی وجہ سے تعلقات میں مزید اضافہ ہوا ہے کہ جاپانی ریاست سے جڑی کمپنیوں کو خصوصی مراعات دے کر جاسوسی کے آپریشن ميں مدد کر سکتا ہے۔‘'] ['ان خدشات میں اس وقت مزید اضافہ ہو گیا جب گذشتہ سال نئے قوانین متعارف کروائے گئے جن کے تحت چینی تنظیموں کو نیشنل انٹیلی جنس کوششوں میں مدد کا کہا گیا۔'] ['جاسوسی کی تاریخ اور ان نئے قوانین کے امتزاج ہواوے اور زیڈ ٹی ای جیسی کمپنیوں کے استعمال کو فروغ دیا ہے۔'] ['اب کیوں؟'] ['سيون جی نیٹ ورک کئی ممالک میں بنا دیا گیا ہے اور اس سے موبائل فيجرز میں ایک نئی اور اہم لہر آئے گی۔'] ['ہواوے دنیا میں اليکٹرک آلات بنانے والی سب سے بڑی کمپنی ہے، اور ٹیلی کام کمپنی سپارک برطانيہ اپنے فور جی نیٹ ورک کے لیے ہواوے کے سافٹ ويئر استعمال کرنے کا منصوبہ رکھتی تھی۔'] ['لیکن ہواوے کو کچھ ممالک کی جانب سے رکاوٹ کا سامنا کرنا پڑ رہا ہے جس کی وجہ یہ ہے کہ ان ممالک کو خطرہ ہے کہ ہواوے ان آلات کی آڑ میں جاسوسی کا موقع فراہم کر سکتی ہے۔'] ['سپارک نامی اس کمپنی کا کہنا ہے کہ ’برطانيہ کے گورنمنٹ کمیونیکیشنز سکیورٹی بیورو کے سربراہ نے کہا ہے کہ اگر یہ معاہدہ ہوتا ہے تو اس سے نیشنل سکیورٹی کو مزيد جدت اور طاقت مل سکتی ہیں۔‘'] ['انٹیلی جنس سروسز کے وزیر اینڈریو لٹل نے کہا ہے کہ سپارک ایجنسی کے ساتھ کام کر کے ان خطرات کو ختم کر سکتی ہے۔'] ['دوسرے ممالک کو کیاکوئی خدشات ہیں؟'] ['اس سے قبل ملائيشيا نے بھی ہواوے اور زیڈ ٹی ای کو نیشنل سکیورٹی بنیادوں پر ملک کو فور جی ٹیکنالوجی فراہم کرنے کے ليۓ استعمال کیا تھا۔'] ['ہواوے نے ملائيشين حکومت کی پالیسیوں اور مصنوعات پر تبصرے پر بات کرتے ہوئے کہا کہ ’یہ تبصرہ معلومات اور حقائق سے بھرپور ہے۔‘'] ['کمپنی نے اپنی آزادی کا تبصرہ کرتے ہوئے کہا: ’یہ ایک پرائیوٹ کمپنی ہے جس کے مالک اس کے ملازم ہیں اور کوئی شیئر ہولڈر نہیں۔‘'] ['امریکہ اور برطانیہ نے بھی ہواوے پر اعتماد کا اظہار کیا ہے اور کمپنی کو جرمنی، جاپان اور کوریا میں بھی بہت پسند کيا جا رہا ہے۔'] ['گذشتہ ہفتے وال سٹریٹ جرنل نے رپورٹ کیا تھا کہ امریکی حکومت موبائل کمپنیوں سے رابطہ کر رہی ہیں کہ وہ ہواوے کے آلات استعمال کریں۔'] ['ایسے میں پاکستان کے علاوہ بہت سے ممالک ہيں جو ہواوے کے ساتھ کھڑے دکھائی دیتے ہيں اور ان کا کہنا ہے کہ وہ اپنے انٹرنیٹ انفراسٹرکچر کو قائم کرنے کے لیے ہواوے کے ساتھ معاہدے کريں گے۔'],Fake
['\ufeffپاکستان میں درآمد کيے گئے یا بطور تحائف دئيے ٹيلی فونز کو بلاک کرنے کے لیے جدید ترین نظام ڈیوائس آئیڈینٹی فیکیشن رجسٹریشن اینڈ بلاکنگ سسٹم (ڈی آئی آر بی ایس) کو نافذ کرا دیا گیا ہے۔'] ['ٹیلی کام پالیسی 2013 کے زیرتحت پاکستان ٹیلی کمیونیکشن اتھارٹی (پی ٹی اے) نے یہ نظام نافذ کيا گیا ہے جس پر ٹيلی فون سيٹس کی رجسٹریشن ہوسکے گی، جبکہ خراب ہو جانے والے، غير معياری یا درآمد شدہ ٹيلی فونز کی شناخت اور انہیں بلاک کرنا بھی ممکن ہوگا۔'] ['پی ٹی اے ہیڈ کوارٹرز کراچی میں ڈی آئی آر بی ایس کا انعقاد کیا گیا اور اس موقع پر چیئرمین پی ٹی اے محمد نوید نے کہا کہ اس نظام کےانعقاد سے غیر معیاری، جعلی، غیرقانونی طور پر درآمد شدہ ٹيلی فونز کی شناخت، رجسٹریشن اور ٹيلی فون نیٹ ورکس پر نان کمپلینٹ ڈیوائسز کی غیر قانونی درآمد کی حوصلہ شکنی، قانونی درآمدات اور ٹيلی فون سيٹس استعمال کنندگان اور سکیورٹی کی مجموعی صورت حال میں بہتری آئے گی۔'] ['پی ٹی اے حکام کا کہنا تھا کہ اس نظام کی بدولت چوری شدہ ٹيلی فونز کو ہمیشہ کے لیے بند کیا جائے گا جبکہ ٹيلی فون سروس کا معیار بھی بہتر ہوگا۔'] ['اس نظام کو کو جی ایس ایم اے ڈیٹا بیس کے ساتھ منسلک کیا گیا ہے اور پہلے مرحلے میں غير معياری اور غير قانونی برآمد شدہ سيٹس کو بلاک کیا جائے گا۔'] ['چیئرمین پی ٹے اے کا دعویٰ تھا کہ اس نظام کی بدولت ملک میں ٹيلی فون کی گمشدگی یا غير قانونی استعمال کی وارداتوں کا خاتمہ ہوگا، بلکہ ان کا کھوج لگانے میں بھی مدد ملے گی۔'] ['اس نظام کے دوسرے مرحلے میں ان ٹيلی فون سيٹس کی چانچ پڑتال کی جائے گی جو اس وقت صارفین کے استعمال میں ہیں۔'] ['واضح رہے کہ ڈیوائس ویری فیکیشن سسٹم (ڈی وی ایس) سے پی ٹی اے ریگولیشنز کے مطابق صارفین dirbs.pta.gov.pk سے اپنے ٹيلی فون کی آئی ایم ای آئی 6990 پر کال کرکے ٹيلی فون سيٹس کی تصدیق کرسکتے ہیں یا اونڈو ايکسپلورراور گوگل پلے سٹور سے ڈی آر بی ایس ٹيلی فون ایپ ڈاؤن لوڈ کرسکتے ہیں۔'],Fake
"[""\ufeffلاہور ( ویب ڈیسک ) مقبول سوشل ميڈيا ایپ اسنیپ چیٹ نے جلد ہی صارفین کے لیے اسکرپٹڈ شوز متعارف کرنے کا امکان ظاہر کيا ہے۔یہ شوز اسنیپ چیٹ اور ہالی وڈ کی نامور ڈائريکشن کمپنیوں کے اشتراک سے سيزن وار پیش کیے جائیں گے، جن میں ‘Growing Up is a Drag’ جیسی ڈرامہ سیریز بھی شامل ہیں۔یہ سیریز مشہور ریئلٹی ٹی وی شو ‘بگ باس' کے ڈائريکٹر بونیم مورے کی پیشکش ہوگی۔اسنیپ چیٹ کے مطابق یہ سیریز بغیر کسی لائکس کے بھی تیزی سے چلیں گی، جس کا دورانیہ 20 منٹ پر مشتمل ہوگا۔ہر شو کے ساتھ ایک یوژر پیج بھی مہیا کیا جائے گا جس سے صارف آسانی سے سيزن تلاش کرسکے گا۔اسنیپ چیٹ شوز میں 30 سیکنڈز کا اشتہار بھی شامل ہوگا، تاہم اس کے لیے نا پسنديدگی کا آپشن نہیں دیا گیا۔گزشتہ سال اسنیپ چیف ایگزیکٹو ایوان سپیگل کے شائع ہونے والے انٹرويو کے مطابق کمپنی کا مقصد تين برس تک پرانے اور اسنیپ چیٹ ونڈو کے نئے ڈیزائن سے کمپنی کو بھرپور منافع پہنچانا ہے تاکہ مارکیٹ میں اس کی قدر و قيمت کو سراہا جا سکے۔واضح رہے کہ گزشتہ برس کے اختتام سے اسنیپ چیٹ کے شیئرز میں 20 فیصد کا اضافہ دیکھا گيا، جس کی اہم وجہ واٹس ايپ اور ٹوئٹر ایپ میں اسنیپ چیٹ ایپ جیسے فیچرز کا شامل ہونا ہے۔""]",Fake
['\ufeffچند سال قبل صنعتکاروں نے ایک ایسا سافٹ ويئر تیار کیا ہے جومٹی کی زرخيزی کو باخوبی جانچ سکے گی ،مٹی کی زرخيزی جانچنے کے لیے جو ٹیسٹ ہوتے ہیں وہ بہت سستے اور آسان ہوتے ہیں ۔یہ ایپ آئی بی ایم انڈونيشيا کے صنعتکاروں نے تیار کی ہے ۔یہ کمپيوٹرائزڈ انٹیلی جنس (مصنوعی ذہانت ) کی بنیاد پر کام کرے گی ،جس سے مزارعہ خود اپنی مٹی کی ذرخيزی کا جائزہ لے سکتے ہیں ۔صنعتکاروں کے مطابق یہ سافٹ وئير زرعی بہتری کی ضمانت بن سکتی ہے ۔آئی بی ایم کے تجربہ کاروں کا کہنا ہے کہ ملک بھر میں چھوٹے مزارعہ 75 فی صد زرعی عمل انجام دیتے ہیں اور یہ سافٹ ويئر بہتر فصل حاصل کرنے میں بہت مدد فراہم کر ے گی ۔اس کے لیے ایک ذہین کاغذی کارڈ بھی بنایا گیا ہے ۔یہ جسامت میں بالکل ڈيبٹ کارڈ کی طر ح ہے ،اس کا غذ کو صنعتکاروں کی جانب سے ’’ ایگرو کارڈ‘‘ کا نام دیا گیا ہے ۔اس میں گاڑھے مادے بھری خردبینی نالياں موجود ہیں جو صرف 35 سیکنڈ میں مٹی اور پانی کا اندازہ کرتی ہیں۔'] ['مزارعہ کو صرف اس پر مٹی کا ڈھيلا رکھنا ہوتا ہے اور رنگوں کے ظہور مٹی کی ذرخيزی ظاہر کرتے ہیں۔اس سافٹ ويئر کے ذریعے مزارعہ ايک گھنٹہ ميں درست ترین نتائج حاصل کرسکتے ہیں۔ یہ سافٹ ويئر کمپيوٹرائزڈ انٹیلی جنس کے ذریعے کارڈ پر نمودار ہونے والے رنگوں کا جائزہ لے کر ان میں موجود کیمیکلز کی قسم اور افاديت ظاہر کرتی ہے ۔ سافٹ ويئر اور زرعی کاغذ کے ذریعے مٹی میں موجود تيزابيت، ہائيڈروجن کلورائيڈ، سوڈيم، فاسفورس اور ميتھين کی کامیابی سے پيمائش ہوسکتی ہے، تاہم ایگروکارڈ کو وقتاور حالاتکے لحاظ سے تبدیل کرکے اس سے دوسرے کام بھی لیے جاسکتے ہیں۔علاو ہ ازیں کمپيوٹرائزڈ انٹیلی جنس کی بدولت سينکڑوں مٹی کے نمونوں کا ڈیٹا کسی بڑے ڈیٹا بیس میں بھی محفوظ کيا جاسکتا ہے۔'],Fake
